userId,movieId,rating,timestamp
437,515,4.0,859721463
249,2424,3.0,1354896402
559,485,3.0,845476159
85,1635,4.0,889466979
307,66097,4.5,1242822491
30,1036,4.0,1500370436
610,2459,3.5,1495959405
182,2827,1.5,1127221088
260,2395,5.0,1109411157
232,3948,4.0,1141776652
464,2683,2.0,1287400200
288,2628,4.0,975692084
603,319,3.0,963176459
339,8464,4.5,1460794282
64,2770,4.0,1161529212
380,586,4.0,1494803432
136,353,5.0,832449934
420,4878,4.0,1218037057
567,102125,3.0,1525287139
448,152083,3.0,1488023561
255,2542,3.0,1005717199
182,2528,2.5,1055152419
288,356,5.0,976139988
372,71,2.0,874416544
608,3915,4.0,1117675159
603,4419,5.0,1000194332
414,1187,2.0,961517616
479,2085,4.0,1039362482
590,6373,2.5,1258422955
249,903,4.0,1422131991
387,2644,3.5,1140252399
198,1274,4.0,1034135641
563,6732,5.0,1441846651
123,143458,4.0,1448381953
398,2968,4.0,1311207314
448,1747,2.0,1143893778
73,107348,1.5,1464197991
377,344,3.0,1340342723
434,2762,5.0,1270604701
318,4855,3.5,1444218335
318,55247,4.5,1424546853
186,1346,4.0,1031073355
62,37729,4.0,1530310521
289,6125,3.5,1143424970
156,3418,4.0,953534663
572,1287,5.0,945888944
448,129333,1.5,1479379007
140,919,4.0,1085569784
509,106072,3.5,1436027300
1,2093,3.0,964981710
19,3548,2.0,965706389
488,898,4.5,1112382463
373,431,5.0,846830457
534,68157,4.0,1459787996
177,940,3.0,1435536037
45,362,5.0,950722276
264,7841,3.0,1136978777
29,1224,4.0,1307905945
213,59615,3.5,1316196834
64,364,4.0,1161520878
57,3032,4.0,965798806
111,6764,3.0,1516155078
104,10,3.0,1048595683
68,345,1.0,1269121154
73,1206,5.0,1464282740
380,147380,3.0,1536874284
511,127202,4.0,1450094131
307,34520,2.0,1186257296
610,42946,5.0,1479542372
414,2329,5.0,961516921
254,33794,4.5,1180446209
448,113416,1.5,1461440907
305,54259,4.0,1531084224
231,296,4.0,1433089540
247,1682,5.0,1467644426
102,186,3.0,835876384
217,1265,3.0,955943501
40,440,4.0,832059716
596,87232,3.5,1535708562
276,62,5.0,858350385
292,3147,4.5,1219625228
111,71535,3.5,1516140991
140,5553,4.0,1030559148
380,3646,1.0,1494613300
603,590,3.0,963177385
480,37733,3.0,1179162208
232,32598,3.5,1182908315
448,97860,2.5,1384612498
225,1333,3.0,949261297
534,5816,4.0,1459787995
325,293,3.0,1039399105
226,5110,5.0,1096420960
590,3421,3.5,1258419759
346,3627,4.0,1155066835
469,2668,3.0,965335888
380,4226,5.0,1493419802
307,1258,3.5,1186161547
232,2529,3.5,1218169508
10,1088,3.0,1455619275
445,79132,4.5,1454621786
474,43,3.5,1081177921
271,3897,3.5,1234302630
236,1214,5.0,943013896
359,3471,3.0,1198113237
125,27788,4.0,1474413778
610,66785,3.5,1493849984
313,2949,4.0,1030556197
489,54796,3.5,1333804453
599,91653,2.5,1498527588
609,231,3.0,847220869
448,135887,2.5,1473969899
352,4011,5.0,1494710032
68,52975,3.5,1269123711
599,82667,3.0,1498524675
572,2497,2.0,945888531
491,104,2.5,1523814260
176,593,5.0,840108739
159,6377,4.5,1508640358
140,47,4.0,942842215
139,37386,2.0,1453925237
518,24,2.5,1056907643
230,1073,3.0,1196304562
599,595,3.5,1498797790
95,39,4.0,1043339476
599,159061,3.0,1498528517
465,356,5.0,959896608
63,77561,2.5,1443200324
263,30812,4.0,1120071583
474,7757,3.0,1084798828
72,150,4.0,1217324795
448,3578,4.0,1019124292
217,3039,4.0,955943627
47,1393,2.5,1496206783
19,1517,3.0,965705845
222,4262,3.0,1391349952
400,52722,2.5,1498870208
331,177765,4.0,1537157585
364,648,3.0,869443367
561,32587,3.0,1491091214
608,1769,4.0,1117507183
517,6377,4.0,1487954354
274,7347,3.0,1171785570
579,2018,3.0,958881086
111,148626,5.0,1516141184
336,2324,5.0,1122227453
111,100194,4.5,1516154573
337,708,5.0,860255830
555,589,5.0,978841345
318,913,3.5,1424455787
318,179135,5.0,1533931830
444,592,3.0,839310604
608,1249,3.5,1117502858
42,1722,5.0,996219061
425,1249,4.0,1085491023
304,60,1.0,891174024
362,356,4.5,1530640048
68,59369,5.0,1252729690
469,924,5.0,965335373
137,3741,4.5,1204863644
542,48593,3.0,1163386841
334,4306,4.5,1225479071
567,2792,2.5,1525288148
252,122922,4.0,1498283957
608,4545,2.5,1117506922
599,4919,3.5,1498542577
160,1037,2.0,971114607
474,6159,3.5,1061688936
137,318,3.5,1204859137
318,6197,3.0,1413657027
448,165075,2.5,1493579286
275,3925,4.0,1049076865
365,104879,2.0,1489797251
280,63082,4.5,1348531781
452,1092,4.0,1019584576
220,8665,4.0,1230060248
288,5954,3.0,1074527804
160,2450,3.0,971114725
424,2710,4.5,1457902048
469,1292,5.0,965336905
68,1,2.5,1158531426
73,96588,3.5,1464198425
603,495,5.0,953927108
274,80489,4.0,1293217816
597,1288,5.0,941639716
555,413,3.0,978747285
199,7458,3.5,1087154741
596,44191,3.5,1535708699
187,4450,4.0,1161954740
219,3039,3.0,1198782294
111,115149,4.5,1516141278
545,1960,3.0,1240358518
45,2105,3.0,950741223
122,55820,5.0,1461561494
326,48738,4.5,1322251810
330,3578,4.0,1285905144
448,1389,1.0,1019140749
408,4993,5.0,1467371723
76,541,3.5,1439167669
105,4367,3.5,1446750406
600,4,1.5,1237760055
408,122900,5.0,1467371588
387,37729,3.5,1127962571
448,3705,2.0,1019125666
560,106782,4.0,1469648763
483,253,3.5,1178215303
89,118894,5.0,1520409061
428,95,2.0,1111524678
274,5449,2.5,1171784714
427,5065,3.5,1053070942
534,36289,4.0,1459797083
540,47,4.5,1179109020
318,48001,4.0,1484507794
308,1246,5.0,1421375417
76,1080,4.5,1439167537
414,55830,3.5,1273977473
28,34048,3.5,1234516420
567,166526,1.0,1525289450
414,55995,3.5,1195587172
51,2391,4.5,1230932259
480,34150,2.5,1179164558
339,97752,4.0,1460868550
256,5481,3.0,1447001018
414,8836,2.5,1125295038
323,109487,3.5,1422640788
111,53519,3.0,1519339020
111,2335,3.5,1516156286
448,1376,2.0,1178981694
414,8937,4.0,1098643652
328,1222,3.0,1494210787
599,393,2.5,1498517496
288,1994,3.0,976138577
290,188,3.0,974943091
560,5816,3.0,1469649857
274,2174,3.5,1171491595
226,4571,5.0,1095711703
419,2412,2.0,1318337952
391,3408,2.0,1030825112
232,58299,3.5,1209068651
228,318,4.0,1363222965
435,318,5.0,1366676009
169,1407,4.0,1078284845
383,2539,2.0,943570555
274,2001,2.5,1171943796
212,93838,4.0,1490115518
19,3175,4.0,965703727
99,122,4.0,829828005
557,231,3.5,1452797746
105,159811,5.0,1526207290
493,163,4.0,1001562930
64,151,3.0,1161529309
603,3374,4.0,953927375
239,45950,4.0,1221159670
64,4979,4.0,1161520782
10,103339,4.0,1455356177
298,2289,3.0,1449757454
517,68793,3.0,1487957778
567,6534,0.5,1525289936
605,3466,3.5,1277175844
448,86882,3.5,1358793434
380,204,3.0,1494035868
113,933,5.0,980306890
590,2628,2.5,1258429919
266,1722,3.0,946768588
377,748,3.5,1340345459
198,3156,3.0,1034138079
197,235,3.0,947461020
103,1179,4.5,1440773393
417,47,5.0,1532134167
564,2273,3.0,1478453618
249,3564,2.0,1415415709
32,1103,4.0,856737123
564,67734,5.0,1481817716
509,5171,2.5,1435994240
596,34332,3.5,1535711644
318,4878,3.0,1413627499
393,52722,2.5,1430507744
452,1584,5.0,1013395256
414,2718,4.0,961436680
249,87222,4.0,1353800175
599,45722,2.5,1498528161
555,3263,2.0,978746874
542,924,4.0,1163387449
448,79293,1.5,1310238823
599,60522,1.5,1519253056
414,53447,4.0,1273977697
560,109313,4.0,1469675837
83,7099,3.0,1333843523
603,4424,4.0,1000194402
91,832,3.0,1112710947
191,281,4.0,829760898
599,5040,2.0,1498510999
448,7007,3.5,1074423573
522,96610,3.5,1388124671
182,1566,1.0,1066667044
62,114180,3.5,1525554378
387,8360,3.5,1094876668
85,314,5.0,889467433
288,4993,5.0,1034954746
570,377,3.5,1181477087
160,3981,1.5,1065992238
553,1825,3.5,1219556438
135,3852,4.0,1009692595
19,810,1.0,965704375
318,5791,4.0,1268585957
226,2100,3.0,1097545890
186,3269,3.0,1031080284
560,56587,2.5,1469651058
19,2144,3.0,965706297
234,2053,2.0,1004409889
19,3238,1.0,965703061
438,30822,3.0,1105826886
103,48,3.5,1431957563
610,73676,3.0,1479542271
414,2443,4.0,961436964
18,1371,4.0,1455617646
75,7001,4.0,1158968208
28,851,2.0,1242033023
288,4643,3.0,1028746450
427,5040,3.0,1053070977
326,96829,4.0,1419880819
284,237,5.0,832787106
338,296,4.5,1530148321
166,839,3.0,1189037948
434,7153,5.0,1270604125
380,1499,2.0,1494278846
378,4011,3.5,1445347138
475,88140,4.5,1498030855
428,586,2.0,1111523334
603,2304,4.0,963176251
356,3362,4.0,1229139741
104,46578,4.0,1293984190
270,780,4.0,853918727
414,6631,1.5,1065800300
200,1042,5.0,1229888447
414,49130,3.0,1193502895
591,3916,4.0,970524567
63,2791,4.0,1443200129
28,5378,4.0,1234516357
42,1704,5.0,996214937
274,56145,4.5,1207251670
367,2716,5.0,997811377
160,485,0.5,1065984390
382,56171,4.0,1515162047
288,466,3.0,978466496
377,680,5.0,1340343623
182,785,3.5,1055155024
135,3793,4.0,1009692582
448,27478,3.5,1260727330
186,1748,4.0,1031079628
6,694,3.0,845555694
219,541,3.5,1194687801
382,55768,3.0,1515171694
534,71535,4.0,1459787998
597,1597,3.0,941729657
387,6625,1.0,1131334074
387,141,2.0,1117414943
456,1167,4.0,856883725
318,3911,3.5,1346840835
392,3534,2.0,1027524262
533,1200,4.0,1424753991
182,1923,3.0,1054784187
361,4246,3.5,1204046106
406,261,4.0,1296959195
41,103980,3.0,1458939124
448,118326,2.0,1436700869
606,8373,2.5,1181663190
367,4571,4.0,997812439
489,31696,1.0,1333231850
474,3949,4.0,1087831561
595,2078,4.0,938807654
307,6881,2.0,1186173557
288,2374,2.0,980536086
524,552,4.0,851608897
596,102903,4.0,1535627488
474,216,1.0,1072654034
58,225,3.0,847718745
187,26840,5.0,1161954440
140,1291,3.0,942841859
325,1584,4.0,1039395952
606,3257,2.0,1172012842
174,333,4.0,848487280
593,1968,1.5,1181008094
57,908,5.0,965795827
451,95,4.0,854089167
10,113275,4.5,1455357698
184,106873,2.5,1537098879
169,3948,5.0,1059428272
204,711,2.0,1327170387
610,106100,4.0,1493845281
414,52668,4.0,1194459271
306,63859,3.0,1518381102
437,168,2.0,859721840
177,91535,3.0,1435837121
414,53519,3.5,1205173857
514,4993,2.0,1533871470
525,63992,1.5,1476479759
334,46578,3.0,1232304746
10,82499,2.0,1455398390
247,49272,3.0,1467644482
448,81537,1.5,1322942446
91,2395,1.0,1112713704
39,296,5.0,974789540
365,148626,2.5,1488332872
226,733,4.0,1164691989
603,2763,2.0,953926333
368,3877,1.0,971274103
474,933,3.5,1089386265
42,144,4.0,996220026
474,1882,2.0,1046881363
560,1080,4.0,1469652879
317,111,5.0,1430597309
366,79132,4.0,1445546506
216,909,4.0,975212422
489,17,4.5,1332773255
292,3527,3.5,1265679783
111,2581,4.0,1516155924
63,2000,3.0,1443200236
82,6287,4.0,1084466395
448,3248,2.0,1019132117
318,3845,4.0,1507742593
298,2469,4.0,1450452902
351,60857,3.0,1328722820
294,499,2.0,966596753
232,44199,3.5,1182908082
303,3702,5.0,1053303341
609,116,3.0,847221025
419,1213,4.0,1321659212
50,1291,3.0,1527371937
483,5989,4.5,1415579308
605,3997,2.0,1277176992
534,134853,3.5,1459787996
562,33166,4.5,1368893832
156,2997,5.0,1106854958
28,1275,2.0,1234337747
448,4299,4.0,1049015459
307,52458,2.5,1186878639
249,3617,4.0,1440669159
290,2160,4.0,974938393
141,3052,3.5,1513130967
286,2572,3.0,1119561590
399,3578,5.0,1167220379
64,7438,4.0,1161520059
605,54190,4.0,1277096020
599,9005,2.0,1498511188
298,71899,3.0,1447517080
448,6378,3.0,1066204686
525,4054,3.0,1476476988
28,4787,2.0,1242289083
342,2706,4.0,1042821871
219,3785,2.0,1195334999
246,37729,3.0,1355956335
221,1189,4.5,1119984353
339,318,4.0,1460519031
437,125,5.0,859722136
428,5055,3.5,1111523661
306,119141,3.0,1518380725
581,4306,4.5,1447007408
47,81932,4.0,1496205315
383,1953,3.0,943571137
172,2072,4.0,1238716153
514,159510,2.0,1533946332
274,3990,2.0,1172447778
156,5991,4.5,1106882117
103,37729,4.0,1431969626
210,2628,5.0,1473705519
17,858,5.0,1305696683
582,85414,2.5,1446792736
428,5504,0.5,1111524233
599,5568,2.5,1519173358
590,7013,4.0,1258426677
28,31116,3.0,1235805645
603,1291,3.0,953927884
368,1876,3.0,971276726
234,1967,3.0,1004409631
425,6595,3.0,1106482937
334,7361,4.0,1225478956
177,153,3.0,1435890489
500,449,1.0,1005528017
469,2526,3.0,965336003
132,1391,2.0,1157922851
221,6852,4.0,1118246952
387,1103,4.0,1117431118
304,442,3.0,891173581
119,4370,3.5,1435944431
125,161131,3.5,1480789738
57,3044,4.0,969755084
419,67997,5.0,1321766218
68,5419,4.5,1269123376
156,999,4.0,946798467
518,1215,4.0,1056907496
483,2541,2.0,1327277843
326,40414,4.5,1322867804
575,2496,3.0,926510262
477,5438,3.0,1201166809
305,6808,4.5,1520706850
521,1073,4.0,852713185
434,4223,1.5,1270602479
510,1248,4.5,1141159316
19,3712,3.0,965706748
19,2328,2.0,965705347
352,115149,4.0,1493674729
123,112852,4.0,1447292431
19,3032,3.0,965703727
346,1237,5.0,1094646270
113,1129,4.0,980051459
298,103772,3.0,1447599887
462,3504,4.0,1130433933
489,6874,5.0,1332772384
182,2686,4.0,1054780730
167,356,3.0,1154721979
339,1231,5.0,1460518764
354,924,3.5,1200870595
561,6947,4.0,1491092941
318,100044,4.0,1426414317
68,2501,3.0,1158535198
354,454,3.5,1200870757
603,501,5.0,953925002
132,551,3.5,1157922289
356,2502,3.5,1229139911
562,2393,3.0,1368890751
474,116,3.5,1053021622
387,2529,4.0,1094877510
380,96007,2.0,1536875473
94,47,2.0,843406765
290,842,2.0,974939520
307,147,2.0,1186085932
491,367,4.5,1522964068
227,296,4.5,1447189845
249,49824,3.5,1354225769
66,1784,5.0,1093143924
469,1719,5.0,965846053
292,8644,3.5,1442098838
58,282,4.0,847718851
551,49272,4.5,1504925922
256,126548,4.5,1446999970
339,41566,3.0,1460185253
527,3751,4.0,1033174482
386,305,3.0,842613995
387,3919,2.5,1129960571
448,4025,2.0,1056199601
356,31878,4.0,1229139447
600,2431,2.5,1237762714
355,910,4.0,974966389
608,2581,1.0,1117674448
63,102445,4.5,1443200092
474,2095,2.0,1047055072
573,99114,5.0,1370377598
523,76093,5.0,1503126092
469,1784,4.0,965425513
380,49272,5.0,1494071225
103,1228,5.0,1431957900
42,3448,5.0,996214917
414,3788,3.5,1090788506
286,778,3.5,1119563354
483,30707,4.0,1178358362
523,8970,5.0,1503133428
144,4973,4.0,1136812796
462,52,3.0,1123890939
307,49530,4.5,1211305241
318,3438,3.5,1333826929
599,172253,3.0,1519237603
540,32587,5.0,1179108848
229,19,3.0,836942063
111,6863,3.0,1516140966
480,2973,4.5,1179161310
232,7371,3.5,1219793592
495,3578,5.0,1458635284
608,4022,3.0,1117408281
337,648,5.0,860255716
34,3052,2.5,1166464035
328,2011,3.0,1494210902
604,111,4.0,832079983
474,3502,2.5,1060106016
226,1204,2.0,1095662276
217,1858,2.0,955940667
91,3984,3.5,1112716670
356,3429,4.5,1228073165
275,2395,5.0,1049076508
298,2772,3.5,1466277264
161,1093,4.0,1176498673
490,7153,3.5,1328145285
135,3698,3.0,1009693161
47,47423,5.0,1496205761
167,45722,3.5,1154721497
260,910,2.5,1109411020
103,586,4.0,1431957135
495,5785,3.0,1458637009
343,35836,5.0,1202060306
307,55830,4.5,1213926411
608,37386,4.5,1147527518
217,2643,3.0,955941703
403,61132,2.0,1225243497
445,8644,2.0,1454622159
474,3479,2.0,1046886380
307,1027,2.0,1186162735
217,3132,2.0,955943400
599,49278,2.0,1498509643
240,466,4.0,849122614
477,60760,3.5,1217308711
448,27685,1.5,1483206730
474,1500,4.0,978576081
283,110,5.0,901227664
22,3210,3.5,1268726113
6,265,3.0,845553726
354,8529,4.0,1200953152
307,1503,0.5,1186084415
34,6333,5.0,1162048745
599,26947,2.5,1498517236
198,2575,3.0,1034137826
274,317,3.0,1171756213
267,29,4.0,997136080
319,7293,4.0,1461351487
254,45950,4.5,1180564559
249,80862,3.0,1369858782
489,1097,4.0,1333101385
249,904,3.5,1346757663
375,500,3.0,1225314367
199,4148,1.5,1094309582
294,2124,3.0,966595713
425,1608,3.0,1085490437
522,6378,4.0,1371443484
51,2455,4.5,1230929555
580,2542,4.5,1167791192
350,1,4.0,864940931
608,4679,0.5,1117506642
229,296,5.0,836941258
600,1029,3.5,1237707965
17,356,5.0,1305696457
608,3361,2.5,1117503046
42,383,4.0,996221233
525,8533,3.5,1476476897
429,420,2.0,828124615
222,1610,3.5,1391350065
600,4306,3.5,1237712656
201,11,4.0,939227085
380,27772,3.0,1494613629
19,3039,3.0,965706092
3,72378,0.5,1306464164
195,527,4.0,974706225
376,1371,3.5,1364932651
474,1223,4.5,1053372016
517,2046,0.5,1487956163
266,235,4.0,945669162
307,5103,2.5,1186174183
332,72998,4.0,1352672811
452,4367,5.0,1019581098
198,5570,5.0,1034134690
438,3646,2.5,1105654367
590,1303,3.5,1258783171
514,2455,4.0,1533872885
354,2455,3.5,1200953299
409,2699,4.0,968978080
42,2770,2.0,996220754
527,1097,5.0,1033173716
570,2762,4.0,1181477285
62,85414,4.5,1521489185
70,2858,4.0,1355185380
182,4025,2.5,1054782430
351,2995,2.5,1325978863
298,84772,0.5,1447517161
115,3273,4.0,963706826
414,2403,4.0,961515889
414,3251,3.0,961517936
202,3984,3.0,974918892
432,1831,4.0,1335139897
599,7247,2.5,1519146486
582,91630,4.0,1446794049
380,122906,3.5,1536872699
455,165,3.0,836435854
601,5952,5.0,1441639519
274,8644,2.5,1171428343
215,4019,4.5,1260905562
388,8360,5.0,1386694306
510,1198,4.0,1141159012
497,19,4.0,1429127195
346,923,4.0,1155066626
152,608,4.0,1450867584
68,2490,3.0,1158533913
599,136012,1.5,1498504862
607,1259,5.0,963079238
50,46062,1.0,1527371735
408,318,4.5,1470901532
606,4794,3.5,1171500721
382,4719,3.5,1515173731
520,318,5.0,1326608588
274,7236,4.0,1285018037
577,1200,3.0,945966456
380,34405,5.0,1493420179
217,2109,3.0,955943967
202,3039,4.0,974923939
195,2770,4.0,1008557995
298,6264,0.5,1447599251
232,5299,3.5,1076952256
575,2567,4.0,926510311
526,296,4.0,1502132896
599,90471,2.5,1498517116
510,556,4.0,1141159618
580,3175,2.5,1167792674
91,1500,3.0,1112713581
40,44,3.0,832059393
339,174053,4.0,1503953624
332,367,4.0,1352671591
580,924,3.5,1167673406
483,1589,2.5,1215897037
357,2710,4.0,1348612234
111,64839,4.0,1516143910
530,586,3.0,843227030
414,91077,4.0,1344733765
17,68358,4.5,1322629267
18,103772,4.0,1478632286
391,2959,4.0,1030825131
385,95,3.0,834691768
600,4642,5.0,1237852087
483,1527,3.5,1178293067
174,553,5.0,848487173
113,222,4.0,980051734
153,111921,2.0,1525550683
448,111113,3.5,1421005442
477,2321,4.5,1200941077
599,3476,4.0,1498499581
177,616,4.0,1435534947
186,902,5.0,1031072545
18,919,4.0,1455748544
226,6934,2.5,1096422089
382,59501,4.0,1515162043
45,1862,3.0,950741111
520,1198,5.0,1326609042
42,2028,5.0,996217964
249,79091,4.5,1387132066
41,86882,3.5,1458940113
474,4221,2.0,988579966
390,3053,4.0,1250274857
428,168,2.0,1111524686
288,1017,4.0,978467780
263,2918,3.0,941590364
106,31696,2.5,1467360494
177,2078,3.0,1435534866
20,3438,4.0,1054038460
474,1124,4.0,1109039744
603,948,4.0,953926605
380,51927,3.0,1494696940
526,30707,3.0,1502132058
562,1265,4.0,1368894053
517,5464,3.0,1487958137
509,122892,4.0,1435997969
448,142536,2.0,1473962172
15,1527,3.0,1510572660
294,317,2.0,966596327
198,4808,2.0,1034139198
124,1517,4.0,1336409879
177,551,4.0,1435534171
309,1682,4.0,1166067368
73,99106,1.5,1464198772
567,111362,3.0,1525287093
132,4973,4.0,1329984107
274,5816,3.0,1171944300
474,48783,3.0,1180012313
309,3171,4.0,1166068655
404,440,4.0,838375951
414,56379,3.5,1246413860
448,3979,4.0,1023260776
491,1784,4.5,1522605232
43,413,3.0,848994349
328,260,5.0,1494206980
562,110,4.0,1368893870
477,2395,4.5,1200939541
226,2915,4.0,1162428755
307,45501,2.5,1186087180
603,2439,4.0,963179452
365,508,2.0,1488594826
380,5621,3.0,1494528812
599,2567,2.5,1519201928
603,388,4.0,963179452
68,70183,5.0,1271544392
448,152091,2.5,1479379015
110,541,4.0,1175329865
606,2177,3.5,1171363467
288,2065,3.0,975692602
126,296,1.0,845925577
84,987,3.0,860398734
414,27773,4.5,1485656436
489,6615,1.0,1333659071
187,8228,4.0,1161954534
21,103801,0.5,1376823555
451,852,4.0,854089743
305,7323,5.0,1491172195
489,4848,2.0,1332774270
275,587,3.0,1049076150
202,377,3.0,974921289
368,2402,3.0,971275137
577,1213,4.0,945966718
509,7090,3.5,1435993566
32,1197,5.0,856737123
474,4308,3.5,1124807144
434,3527,4.0,1271039310
50,69644,1.0,1514239300
232,8985,3.0,1218167576
313,3771,5.0,1030476561
181,45,3.0,845470124
318,45666,3.5,1325870115
111,167746,3.5,1516468575
480,3994,4.5,1179164213
343,5219,2.5,1202060345
606,2001,0.5,1172969043
555,1330,1.0,980124981
599,42738,2.5,1498515505
382,58105,4.0,1515162028
590,921,3.5,1267152159
280,2859,5.0,1348434668
226,1247,4.0,1159219631
380,3253,3.0,1494035741
82,1645,2.0,1084463816
608,88,2.5,1117505159
536,589,3.0,832840384
483,3994,4.5,1307314284
514,5377,4.5,1535943283
414,97304,4.0,1485656745
226,4025,2.0,1114838884
68,1302,3.0,1230498000
329,50,2.0,1523468332
135,1073,5.0,1009693290
50,8379,3.0,1514240037
226,5103,4.0,1097545722
277,656,3.0,861813207
500,595,4.0,1005528236
200,4018,4.0,1229887444
109,21,3.0,841107538
414,85774,4.0,1344733836
159,96821,3.5,1508641283
489,54999,3.5,1333656941
232,6186,3.0,1218167398
212,51662,3.5,1490115116
298,1753,2.0,1449757636
448,6218,2.0,1059305279
19,196,2.0,965703915
7,589,2.5,1106635940
414,1298,4.0,961512557
211,91529,5.0,1350912239
610,58332,2.0,1493848387
249,1676,4.0,1358806173
64,8917,5.0,1161565608
603,759,4.0,954481981
474,905,5.0,978575711
438,3316,2.0,1105672082
560,71254,3.0,1469655347
57,1303,3.0,965798228
452,1275,5.0,1019580751
534,65802,4.0,1459787997
477,1665,4.0,1200947070
28,68205,3.0,1242883383
543,73881,5.0,1377023093
10,5066,3.0,1455399329
601,912,4.0,1521467834
212,8376,4.0,1523216642
567,108932,4.5,1525283667
298,3821,2.0,1449592512
307,30894,2.0,1186258081
593,318,4.5,1181007485
186,593,5.0,1031073519
546,1249,5.0,973588348
608,1748,5.0,1117162457
410,1252,4.0,990909349
216,1028,4.0,975212727
574,296,3.0,834634383
57,2478,2.0,965798609
608,595,2.5,1117504304
608,1726,2.5,1117506368
414,2770,3.0,1034687307
182,4235,5.0,1054780449
414,3105,3.0,961517141
609,150,3.0,847220802
275,2150,5.0,1049076972
226,2268,4.5,1203360460
182,44,1.5,1055150820
465,3701,3.0,959895555
477,6584,4.0,1200948813
390,66097,4.0,1250341245
202,1391,3.0,974919042
10,5952,4.0,1455356588
18,128620,3.5,1502901639
361,5989,2.5,1204046052
68,58107,2.5,1240093099
555,1995,2.0,978823714
308,293,1.0,1421374386
80,51662,4.5,1377308790
380,27801,4.0,1494796227
105,4386,3.0,1447563468
339,593,5.0,1460519027
313,2872,4.0,1030475342
448,8376,3.0,1227300647
4,4166,3.0,986848700
202,3100,4.0,975013445
239,475,5.0,1221159473
608,4816,3.0,1117408491
605,153,4.0,1277097287
474,52767,4.0,1238350205
474,912,5.0,983032184
275,5650,3.0,1049079449
177,596,3.0,1435540218
559,519,2.0,845476408
66,1023,4.5,1113188546
108,541,5.0,1042840111
493,1275,5.0,1001562812
111,106918,4.0,1516141922
385,1132,4.0,865024776
224,2028,5.0,971812185
525,919,3.5,1476476746
610,112727,3.0,1493848682
562,595,3.0,1368897333
438,8361,4.0,1105654685
22,7438,5.0,1268726785
474,6331,4.0,1075129585
480,4873,3.0,1179163576
466,5349,3.5,1439915257
509,44022,3.0,1435994577
462,593,3.5,1123891493
41,1214,0.5,1459367443
253,926,4.5,1286642757
483,61323,4.5,1226359037
232,73017,3.5,1283133082
69,553,5.0,1021644133
304,2433,4.0,916237602
474,2268,4.0,1100291814
425,588,3.0,1085477310
232,60069,3.5,1217541083
534,27368,3.5,1459796999
298,4020,1.0,1449592611
305,1073,5.0,1518197910
414,2598,2.0,961436997
222,91542,3.5,1391349904
552,653,1.5,1111472945
122,2710,4.5,1461562263
160,3067,1.0,971113866
294,2968,4.0,966633825
33,1095,4.0,939716778
489,1924,4.0,1333659199
456,64,3.0,856883540
605,8977,1.0,1277096178
91,7118,3.5,1112713091
307,3114,3.0,1186161488
274,5151,2.5,1197067214
362,90345,4.0,1532214956
203,4896,3.5,1390094907
489,1204,3.0,1385823809
606,28,3.5,1173049970
380,4975,3.0,1494613044
58,377,5.0,847718657
352,44191,4.0,1493674062
509,3615,3.0,1435994652
45,5630,5.0,1034343599
